years,place,lat,lon,StateCode
1,"POPLAR BLUFF VA MEDICAL CENTER, BUTLER, POPLAR BLUFF",36.759357,-90.41689,MN
1,"MERCY MCCUNE BROOKS HOSPITAL, JASPER, CARTHAGE",37.168985,-94.31164,MN
1,"SOUTHEAST HEALTH CENTER OF REYNOLDS COUNTY, REYNOLDS, ELLINGTON",37.210461,-91.00798,MN
1,"BOONE HOSPITAL CENTER, BOONE, COLUMBIA",38.926838,-92.29003,MN
1,"COMMUNITY HOSPITAL ASSOCIATION, ATCHISON, FAIRFAX",40.321432,-95.41748,MN
1,"PUTNAM COUNTY MEMORIAL HOSPITAL, PUTNAM, UNIONVILLE",40.472841,-92.97298,MN
1,"SULLIVAN COUNTY MEMORIAL HOSPITAL, SULLIVAN, MILAN",40.184189,-93.12043,MN
1,"PERSHING MEMORIAL HOSPITAL, LINN, BROOKFIELD",39.792042,-93.04973,MN
1,"WASHINGTON COUNTY MEMORIAL HOSPITAL, WASHINGTON, POTOSI",37.91496,-90.86797,MN
1,"WRIGHT MEMORIAL HOSPITAL, GRUNDY, TRENTON",40.07823,-93.61143,MN
1,"SCOTLAND COUNTY  HOSPITAL, SCOTLAND, MEMPHIS",40.469438,-92.18031,MN
1,"PERRY COUNTY MEMORIAL HOSPITAL, PERRY, PERRYVILLE",37.716811,-89.87601,MN
1,"HARRISON COUNTY COMMUNITY HOSPITAL, HARRISON, BETHANY",40.266201,-94.0304,MN
1,"HERMANN AREA DISTRICT HOSPITAL, GASCONADE, HERMANN",38.659798,-91.47293,MN
1,"MERCY HOSPITAL AURORA, LAWRENCE, AURORA",36.918018,-93.71063,MS
1,"MERCY HOSPITAL CASSVILLE, BARRY, CASSVILLE",36.681589,-93.85105,MS
1,"SALEM MEMORIAL DISTRICT HOSPITAL, DENT, SALEM",37.630896,-91.51423,MS
1,"MERCY HOSPITAL LINCOLN, LINCOLN, TROY",38.991916,-90.98649,MS
1,"LAFAYETTE REGIONAL HEALTH CENTER, LAFAYETTE, LEXINGTON",39.176165,-93.86963,MS
1,"HEDRICK MEDICAL CENTER, LIVINGSTON, CHILLICOTHE",39.790132,-93.54803,MS
1,"CASS REGIONAL MEDICAL CENTER, CASS, HARRISONVILLE",38.641509,-94.34126,MS
1,"BARTON COUNTY MEMORIAL HOSPITAL, BARTON, LAMAR",37.507321,-94.2761,MS
1,"RAY COUNTY MEMORIAL HOSPITAL, RAY, RICHMOND",39.311978,-93.96947,MS
1,"NORTHWEST MEDICAL CENTER, GENTRY, ALBANY",40.247423,-94.33216,MS
1,"COX MONETT HOSPITAL, BARRY, MONETT",36.91816,-93.91488,MS
1,"STE GENEVIEVE COUNTY MEMORIAL HOSPITAL, SAINTE GENEVIEVE, SAINTE GENEVIEVE",37.91259,-90.15155,MS
1,"FREEMAN NEOSHO HOSPITAL, NEWTON, NEOSHO",36.86429,-94.39016,MS
1,"CARROLL COUNTY MEMORIAL HOSPITAL, CARROLL, CARROLLTON",39.355424,-93.48123,MS
1,"PIKE COUNTY MEMORIAL HOSPITAL, PIKE, LOUISIANA",39.449012,-91.07518,MS
1,"I-70 COMMUNITY HOSPITAL, SALINE, SWEET SPRINGS",38.982222,-93.40798,MS
1,"MERCY ST FRANCIS HOSPITAL, HOWELL, MOUNTAIN VIEW",36.996408,-91.71697,MS
1,"MISSOURI BAPTIST SULLIVAN HOSPITAL, FRANKLIN, SULLIVAN",38.200244,-91.14089,MS
1,"TRUMAN MEDICAL CENTER HOSPITAL HILL, JACKSON, KANSAS CITY",39.084554,-94.58296,MS
1,"ST PETER'S HOSPITAL, LEWIS AND CLARK, HELENA",46.588803,-112.04193,MS
1,"BILLINGS CLINIC HOSPITAL, YELLOWSTONE, BILLINGS",45.737525,-108.48754,MS
1,"BENEFIS HOSPITALS INC, CASCADE, GREAT FALLS",47.476152,-111.26909,MS
1,"ST PATRICK HOSPITAL, MISSOULA, MISSOULA",47.116034,-114.049824,MS
1,"ST JAMES HEALTHCARE, SILVER BOW, BUTTE",45.996957,-112.51279,MS
1,"COMMUNITY MEDICAL CENTER, MISSOULA, MISSOULA",46.854974,-114.10566,MS
1,"NORTHERN MONTANA HOSPITAL, HILL, HAVRE",48.584562,-109.78365,MS
1,"VA MONTANA HEALTHCARE SYSTEM, LEWIS AND CLARK, FORT HARRISON",46.620549,-112.10446,MS
1,"ST VINCENT HEALTHCARE, YELLOWSTONE, BILLINGS",45.825204,-108.393388,MS
1,"KALISPELL REGIONAL MEDICAL CENTER, FLATHEAD, KALISPELL",48.201414,-114.32202,MS
1,"BOZEMAN DEACONESS HOSPITAL, GALLATIN, BOZEMAN",45.707153,-110.9878,MS
1,"P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET, GLACIER, BROWNING",48.556986,-113.0698,MS
1,"BENEFIS HOSPITALS INC, CASCADE, GREAT FALLS",47.476152,-111.26909,MS
1,"KALISPELL REGIONAL MEDICAL CENTER, FLATHEAD, KALISPELL",48.201414,-114.32202,MS
1,"POPLAR COMMUNITY HOSPITAL, ROOSEVELT, POPLAR",48.136011,-105.16175,MS
1,"DAHL MEMORIAL HEALTHCARE ASSOC, CARTER, EKALAKA",45.797477,-104.47482,MS
1,"GRANITE COUNTY MEDICAL CENTER, GRANITE, PHILIPSBURG",46.293656,-113.36273,MS
1,"MISSOURI RIVER MEDICAL CENTER, CHOUTEAU, FORT BENTON",47.83055,-110.64869,MS
1,"MCCONE COUNTY HEALTH CENTER, MCCONE, CIRCLE",47.520661,-105.8743,MS
1,"MOUNTAINVIEW MEDICAL CENTER, MEAGHER, WHITE SULPHUR SPRING",46.615309,-111.01063,MS
1,"TETON MEDICAL CENTER, TETON, CHOTEAU",47.840047,-112.35083,MS
1,"ROOSEVELT MEDICAL CENTER, ROOSEVELT, CULBERTSON",48.132161,-104.51429,MS
1,"PRAIRIE COMMUNITY HOSPITAL, PRAIRIE, TERRY",46.897901,-105.46339,MS
1,"GARFIELD COUNTY HEALTH CENTER, GARFIELD, JORDAN",47.349999,-106.95207,MS
1,"BIG SANDY MEDICAL CENTER, CHOUTEAU, BIG SANDY",48.141017,-110.06828,MS
1,"PHILLIPS COUNTY MEDICAL CENTER, PHILLIPS, MALTA",48.235694,-107.80711,MS
1,"PIONEER MEDICAL CENTER, SWEET GRASS, BIG TIMBER",45.883409,-109.91891,MS
1,"FRANCES MAHON DEACONESS HOSPITAL, VALLEY, GLASGOW",48.15381,-106.69558,MS
1,"LIVINGSTON HEALTHCARE, PARK, LIVINGSTON",45.674463,-110.53834,MS
1,"BARRETT MEMORIAL HOSPITAL, BEAVERHEAD, DILLON",45.146179,-112.77411,MS
1,"RUBY VALLEY HOSPITAL, MADISON, SHERIDAN",45.528809,-112.1097,MS
1,"CABINET PEAKS MEDICAL CENTER, LINCOLN, LIBBY",48.309374,-115.3286,MS
1,"WHEATLAND MEMORIAL HOSPITAL, WHEATLAND, HARLOWTON",46.435446,-109.86994,MS
1,"SHERIDAN MEMORIAL HOSPTIAL, SHERIDAN, PLENTYWOOD",48.77466,-104.56769,MS
1,"CLARK FORK VALLEY HOSPITAL, SANDERS, PLAINS",47.452071,-114.8171,MS
1,"PONDERA MEDICAL CENTER, PONDERA, CONRAD",48.190331,-111.96872,MS
1,"ST LUKE COMMUNITY HOSPITAL, LAKE, RONAN",47.540256,-114.12898,MS
1,"BEARTOOTH BILLINGS CLINIC, CARBON, RED LODGE",45.241761,-109.32217,MS
1,"ROSEBUD HEALTH CARE CENTER, ROSEBUD, FORSYTH",46.077231,-106.68186,MS
1,"MARIAS MEDICAL CENTER, TOOLE, SHELBY",48.479975,-111.76863,MS
1,"STILLWATER BILLINGS CLINIC, STILLWATER, COLUMBUS",45.602343,-109.2671,MS
1,"MINERAL COMMUNITY HOSPITAL, MINERAL, SUPERIOR",47.113918,-114.84507,MS
1,"GLENDIVE MEDICAL CENTER, DAWSON, GLENDIVE",47.107345,-104.72683,MS
1,"BROADWATER HEALTH CENTER, BROADWATER, TOWNSEND",46.394352,-111.44665,MS
1,"LIBERTY MEDICAL CENTER, LIBERTY, CHESTER",48.487928,-111.00381,MS
1,"COMMUNITY HOSPITAL OF ANACONDA, DEER LODGE, ANACONDA",46.141686,-112.98902,MS
1,"NORTH VALLEY HOSPITAL, FLATHEAD, WHITEFISH",48.409454,-114.43069,MS
1,"NORTHERN ROCKIES MEDICAL CENTER, GLACIER, CUT BANK",48.680309,-112.47009,MS
1,"BIG HORN CO MEMORIAL HOSPITAL, BIG HORN, HARDIN",45.780451,-107.63987,MS
1,"P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE, BIG HORN, CROW AGENCY",45.613564,-107.37805,MS
1,"MARCUS DALY MEMORIAL HOSPITAL - CAH, RAVALLI, HAMILTON",46.214883,-114.14786,MS
1,"TRINITY HOSPITAL, ROOSEVELT, WOLF POINT",48.126066,-105.65893,MS
1,"DANIELS MEMORIAL HOSPITAL, DANIELS, SCOBEY",48.809655,-105.45829,MS
1,"PROVIDENCE ST JOSEPH MEDICAL CENTER, LAKE, POLSON",47.696131,-114.16094,MS
1,"SIDNEY HEALTH CENTER, RICHLAND, SIDNEY",47.683129,-104.20547,MS
1,"CENTRAL MONTANA MEDICAL CENTER, FERGUS, LEWISTOWN",47.054233,-109.48065,MS
1,"ROUNDUP MEMORIAL HEALTHCARE, MUSSELSHELL, ROUNDUP",46.53932,-108.53775,MS
1,"HOLY ROSARY HEALTHCARE, CUSTER, MILES CITY",46.343483,-105.81164,MS
1,"BRYAN MEDICAL CENTER, LANCASTER, LINCOLN",40.785557,-96.64599,MS
1,"CHI HEALTH GOOD SAMARITAN, BUFFALO, KEARNEY",40.686053,-99.069318,MS
1,"THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE, DOUGLAS, OMAHA",41.291736,-96.171104,MS
1,"CHI HEALTH ST ELIZABETH, LANCASTER, LINCOLN",40.807106,-96.65634,MS
1,"CHI HEALTH ST FRANCIS, HALL, GRAND ISLAND",40.916866,-98.38749,MS
1,"CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER, DOUGLAS, OMAHA",41.264418,-95.96383,MS
1,"MARY LANNING HEALTHCARE, ADAMS, HASTINGS",40.589299,-98.38131,MS
1,"METHODIST HOSPITAL, DOUGLAS, OMAHA",41.264531,-96.04798,MS
1,"CHI HEALTH BERGAN MERCY, DOUGLAS, OMAHA",41.235064,-96.05073,MS
1,"REGIONAL WEST MEDICAL CENTER, SCOTTS BLUFF, SCOTTSBLUFF",41.885553,-103.65241,MS
1,"GREAT PLAINS HEALTH, LINCOLN, NORTH PLATTE",41.129363,-100.77502,MS
1,"OMAHA VA MEDICAL CENTER - VA NEBRASKA WESTERN IOWA, DOUGLAS, OMAHA",41.240854,-95.96383,MS
1,"FREMONT HEALTH MEDICAL CENTER, DODGE, FREMONT",41.434796,-96.48869,MS
1,"CHI HEALTH IMMANUEL, DOUGLAS, OMAHA",41.348081,-96.04609,MS
1,"CHI HEALTH MIDLANDS, SARPY, PAPILLION",41.151899,-96.04484,MS
1,"COLUMBUS COMMUNITY HOSPITAL, PLATTE, COLUMBUS",41.437838,-97.37192,MS
1,"WINNEBAGO IHS HOSPITAL, THURSTON, WINNEBAGO",42.232805,-96.48868,MS
1,"FAITH REGIONAL HEALTH SERVICES, MADISON, NORFOLK",42.026209,-97.41741,MS
1,"BRYAN MEDICAL CENTER, LANCASTER, LINCOLN",40.785557,-96.64599,MS
1,"CHI HEALTH NEBRASKA HEART, LANCASTER, LINCOLN",40.740833,-96.59122,MS
1,"NEBRASKA ORTHOPAEDIC HOSPITAL, DOUGLAS, OMAHA",41.235248,-96.11505,MS
1,"CHI HEALTH LAKESIDE, DOUGLAS, OMAHA",41.240036,-96.18017,MO
1,"METHODIST HOSPITAL, DOUGLAS, OMAHA",41.264531,-96.04798,MO
1,"BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL, SARPY, BELLEVUE",41.117337,-95.95126,MO
1,"CHI HEALTH IMMANUEL, DOUGLAS, OMAHA",41.348081,-96.04609,MO
1,"KEARNEY REGIONAL MEDICAL CENTER, BUFFALO, KEARNEY",40.713265,-99.11839,MO
1,"BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL, SARPY, BELLEVUE",41.117337,-95.95126,MO
1,"HARLAN COUNTY HEALTH SYSTEM, HARLAN, ALMA",40.142462,-99.35398,MO
1,"FILLMORE COUNTY HOSPITAL, FILLMORE, GENEVA",40.516034,-97.60056,MO
1,"PAWNEE COUNTY MEMORIAL HOSPITAL, PAWNEE, PAWNEE CITY",40.106605,-96.15968,MO
1,"NIOBRARA VALLEY HOSPITAL, BOYD, LYNCH",42.787371,-98.43592,MO
1,"THAYER COUNTY HEALTH SERVICES, THAYER, HEBRON",40.154291,-97.54895,MO
1,"KIMBALL HEALTH SERVICES, KIMBALL, KIMBALL",41.24058,-103.6608,MO
1,"KEARNEY COUNTY HEALTH SERVICES HOSPITAL, KEARNEY, MINDEN",40.491484,-98.92412,MO
1,"SAUNDERS MEDICAL CENTER, SAUNDERS, WAHOO",41.199626,-96.6226,MO
1,"HENDERSON HEALTH CARE SERVICES, YORK, HENDERSON",40.763846,-97.77856,MO
1,"COMMUNITY MEMORIAL HOSPITAL, OTOE, SYRACUSE",40.656899,-96.18201,MO
1,"REGIONAL WEST GARDEN COUNTY HOSPITAL, GARDEN, OSHKOSH",41.402127,-102.35025,MO
1,"FRANKLIN COUNTY MEMORIAL HOSPITAL, FRANKLIN, FRANKLIN",40.103792,-98.94389,MO
1,"GENOA COMMUNITY HOSPITAL, NANCE, GENOA",41.44996,-97.75199,MO
1,"GOTHENBURG MEMORIAL HOSPITAL, DAWSON, GOTHENBURG",40.952436,-100.15719,MO
1,"ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER, POLK, OSCEOLA",41.21361,-97.56993,MO
1,"BRODSTONE MEMORIAL HOSP, NUCKOLLS, SUPERIOR",40.03686,-98.07828,MO
1,"WEBSTER COUNTY COMMUNITY HOSPITAL, WEBSTER, RED CLOUD",40.090341,-98.52808,MO
1,"MORRILL COUNTY COMMUNITY HOSPITAL, MORRILL, BRIDGEPORT",41.660814,-103.10517,MO
1,"JEFFERSON COMMUNITY HEALTH CENTER, JEFFERSON, FAIRBURY",40.151358,-97.20374,MO
1,"MEMORIAL HOSPITAL, HAMILTON, AURORA",40.83605,-98.00493,MO
1,"OAKLAND MERCY HOSPITAL, BURT, OAKLAND",41.830827,-96.49444,MO
1,"ST FRANCIS MEMORIAL HOSPITAL, CUMING, WEST POINT",41.841032,-96.72569,MO
1,"CHI HEALTH SCHUYLER, COLFAX, SCHUYLER",41.472784,-97.06915,MO
1,"NEMAHA COUNTY HOSPITAL, NEMAHA, AUBURN",40.376356,-95.84422,MO
1,"BROWN COUNTY HOSPITAL, BROWN, AINSWORTH",42.530382,-99.88206,MO
1,"ANTELOPE MEMORIAL HOSPITAL, ANTELOPE, NELIGH",42.150892,-98.02352,MO
1,"COZAD COMMUNITY HOSPITAL, DAWSON, COZAD",40.868727,-99.97697,MO
1,"LITZENBERG MEMORIAL COUNTY HOSPITAL, MERRICK, CENTRAL CITY",41.12561,-98.00225,MO
1,"AVERA ST ANTHONY'S HOSPITAL, HOLT, O' NEILL",42.516792,-98.60341,MO
1,"WARREN MEMORIAL HOSPITAL, SALINE, FRIEND",40.630445,-97.28305,MO
1,"AVERA CREIGHTON HOSPITAL, KNOX, CREIGHTON",42.469145,-97.9023,MO
1,"BUTLER COUNTY HEALTH CARE CENTER, BUTLER, DAVID CITY",41.259891,-97.12638,MO
1,"ROCK COUNTY HOSPITAL, ROCK, BASSETT",42.53961,-99.52938,MO
1,"BOONE COUNTY HEALTH CENTER, BOONE, ALBION",41.708281,-98.0246,MO
1,"CALLAWAY DISTRICT HOSPITAL, CUSTER, CALLAWAY",41.288656,-99.95439,MO
1,"YORK GENERAL HOSPITAL, YORK, YORK",40.865237,-97.58884,MO
1,"HOWARD COUNTY MEDICAL CENTER, HOWARD, ST PAUL",41.230069,-98.47449,MO
1,"MEMORIAL HEALTH CARE SYSTEMS, SEWARD, SEWARD",40.909197,-97.11206,MO
1,"DUNDY COUNTY HOSPITAL, DUNDY, BENKELMAN",40.097723,-101.54055,MO
1,"CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES, DAWES, CHADRON",42.808213,-103.00219,MO
1,"CHI HEALTH ST MARY'S, OTOE, NEBRASKA CITY",40.661439,-95.87023,MO
1,"WEST HOLT MEMORIAL HOSPITAL, HOLT, ATKINSON",42.573338,-98.94136,MO
1,"CHERRY COUNTY HOSPITAL, CHERRY, VALENTINE",42.716711,-100.64716,MO
1,"PROVIDENCE MEDICAL CENTER, WAYNE, WAYNE",42.221382,-97.03303,MO
1,"CHI HEALTH PLAINVIEW, PIERCE, PLAINVIEW",42.331689,-97.80618,MO
1,"OSMOND GENERAL HOSPITAL, PIERCE, OSMOND",42.35077,-97.61574,MO
1,"TRI VALLEY HEALTH SYSTEM, FURNAS, CAMBRIDGE",40.317358,-100.17857,MO
1,"PENDER COMMUNITY HOSPITAL, THURSTON, PENDER",42.112028,-96.73093,MO
1,"JOHNSON COUNTY HOSPITAL, JOHNSON, TECUMSEH",40.373895,-96.2097,MO
1,"CHASE COUNTY COMMUNITY HOSPITAL, CHASE, IMPERIAL",40.530405,-101.67576,MO
1,"COMMUNITY MEDICAL CENTER, INC, RICHARDSON, FALLS CITY",40.097217,-95.58631,MO
1,"VALLEY COUNTY HEALTH SYSTEM, VALLEY, ORD",41.597942,-98.93307,MO
1,"CRETE AREA MEDICAL CENTER, SALINE, CRETE",40.620175,-96.96099,MO
1,"OGALLALA COMMUNITY HOSPITAL, KEITH, OGALLALA",41.115512,-101.69819,MO
1,"PERKINS COUNTY HEALTH SERVICES, PERKINS, GRANT",40.850141,-101.75824,MO
1,"SIDNEY REGIONAL MEDICAL CENTER, CHEYENNE, SIDNEY",41.162214,-103.01949,MO
1,"GORDON MEMORIAL HOSPITAL DISTRICT, SHERIDAN, GORDON",42.567701,-102.00083,MO
1,"MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM, WASHINGTON, BLAIR",41.538439,-96.14965,MO
1,"BOX BUTTE GENERAL HOSPITAL, BOX BUTTE, ALLIANCE",42.13928,-102.84937,MO
1,"LEXINGTON REGIONAL HEALTH CENTER, DAWSON, LEXINGTON",40.786048,-99.7424,MO
1,"PHELPS MEMORIAL HEALTH CENTER, PHELPS, HOLDREGE",40.434479,-99.37311,MO
1,"COMMUNITY HOSPITAL, RED WILLOW, MCCOOK",40.225039,-100.63052,MO
1,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC, GAGE, BEATRICE",40.264193,-96.74604,MO
1,"JENNIE M MELHAM MEMORIAL MEDICAL CENTER, CUSTER, BROKEN BOW",41.400263,-99.63075,MO
1,"METHODIST HOSPITAL, DOUGLAS, OMAHA",41.264531,-96.04798,MO
1,"RENOWN REGIONAL MEDICAL CENTER, WASHOE, RENO",39.499862,-119.77497,MO
1,"SOUTH LYON MEDICAL CENTER, LYON, YERINGTON",38.94675,-119.11544,MO
1,"SUNRISE HOSPITAL AND MEDICAL CENTER, CLARK, LAS VEGAS",36.126038,-115.14796,MO
1,"NORTH VISTA HOSPITAL, CLARK, NORTH LAS VEGAS",36.206419,-115.12318,MO
1,"BANNER CHURCHILL COMMUNITY HOSPITAL, CHURCHILL, FALLON",39.461072,-118.69306,MO
1,"UNIVERSITY MEDICAL CENTER, CLARK, LAS VEGAS",36.145303,-115.18358,MO
1,"NORTHEASTERN NEVADA REGIONAL HOSPITAL, ELKO, ELKO",40.883028,-115.75016,MO
1,"SAINT MARY'S REGIONAL MEDICAL CENTER, WASHOE, RENO",39.53636,-119.8373,MO
1,"ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS, CLARK, HENDERSON",36.030927,-114.96787,MO
1,"CARSON TAHOE REGIONAL MEDICAL CENTER, CARSON CITY, CARSON CITY",39.164966,-119.79382,MO
1,"NYE REGIONAL MEDICAL CENTER, NYE, TONOPAH",38.307931,-116.92779,MO
1,"VALLEY HOSPITAL MEDICAL CENTER, CLARK, LAS VEGAS",36.184219,-115.16292,MO
1,"DESERT SPRINGS HOSPITAL, CLARK, LAS VEGAS",36.088922,-115.13905,MO
1,"RENOWN REGIONAL MEDICAL CENTER, WASHOE, RENO",39.499862,-119.77497,MO
1,"NORTHERN NEVADA MEDICAL CENTER, WASHOE, SPARKS",39.544183,-119.70003,MO
1,"MOUNTAINVIEW HOSPITAL, CLARK, LAS VEGAS",36.193501,-115.265,MO
1,"SUMMERLIN HOSPITAL MEDICAL CENTER, CLARK, LAS VEGAS",36.181142,-115.32557,MO
1,"DESERT SPRINGS HOSPITAL, CLARK, LAS VEGAS",36.088922,-115.13905,MO
1,"ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS, CLARK, HENDERSON",35.979863,-115.09895,MO
1,"SPRING VALLEY HOSPITAL MEDICAL CENTER, CLARK, LAS VEGAS",36.084361,-115.2103,MO
1,"SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER, CLARK, LAS VEGAS",36.049095,-115.28485,MO
1,"RENOWN SOUTH MEADOWS MEDICAL CENTER, CARSON CITY, RENO",39.395387,-119.72735,MO
1,"CARSON TAHOE REGIONAL MEDICAL CENTER, CARSON CITY, CARSON CITY",39.164966,-119.79382,MO
1,"ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS, CLARK, LAS VEGAS",36.067495,-115.26039,MO
1,"CENTENNIAL HILLS HOSPITAL MEDICAL CENTER, CLARK, LAS VEGAS",36.266266,-115.28656,MO
1,"MOUNT GRANT GENERAL HOSPITAL, MINERAL, HAWTHORNE",38.505507,-118.70342,MO
1,"INCLINE VILLAGE HEALTH CENTER, WASHOE, INCLINE VILLAGE",39.245257,-119.95204,MO
1,"WILLIAM BEE RIRIE HOSPITAL, WHITE PINE, ELY",39.282855,-114.9208,MO
1,"BATTLE MOUNTAIN GENERAL HOSPITAL, LANDER, BATTE MTN",40.489736,-117.08692,MO
1,"PERSHING GENERAL HOSPITAL, PERSHING, LOVELOCK",40.21672,-118.39475,MO
1,"CARSON VALLEY MEDICAL CENTER, DOUGLAS, GARDNERVILLE",38.878641,-119.69753,MO
1,"MESA VIEW REGIONAL HOSPITAL, CLARK, MESQUITE",36.804651,-114.08749,MO
1,"HUMBOLDT GENERAL HOSPITAL, HUMBOLDT, WINNEMUCCA",41.02951,-117.94402,MO
1,"BOULDER CITY HOSPITAL, CLARK, BOULDER CITY",35.968615,-114.83354,MO
1,"DESERT VIEW REGIONAL MEDICAL CENTER, NYE, PAHRUMP",36.218341,-116.00994,MO
1,"GROVER C DILS MEDICAL CENTER, LINCOLN, CALIENTE",37.488849,-114.45374,MO
1,"UNM HOSPITAL, BERNALILLO, ALBUQUERQUE",35.078246,-106.61747,MO
1,"ST VINCENT HOSPITAL, SANTA FE, SANTA FE",35.616662,-105.97926,MT
1,"ALTA VISTA REGIONAL HOSPITAL, SAN MIGUEL, LAS VEGAS",35.594103,-105.08142,MT
1,"GERALD CHAMPION REGIONAL MEDICAL CENTER, OTERO, ALAMOGORDO",32.839921,-105.97561,MT
1,"SAN JUAN REGIONAL MEDICAL CENTER, SAN JUAN, FARMINGTON",36.625357,-108.19225,MT
1,"EASTERN NEW MEXICO MEDICAL CENTER, CHAVES, ROSWELL",33.485178,-104.55089,MT
1,"LOVELACE MEDICAL CENTER, BERNALILLO, ALBUQUERQUE",35.083946,-106.64792,MT
1,"PRESBYTERIAN ESPANOLA HOSPITAL, RIO ARRIBA, ESPANOLA",35.990548,-106.08036,MT
1,"HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS, TAOS, TAOS",36.414942,-105.5808,MT
1,"GILA REGIONAL MEDICAL CENTER, GRANT, SILVER CITY",32.729758,-108.30206,MT
1,"LOVELACE WOMEN'S HOSPITAL, BERNALILLO, ALBUQUERQUE",35.155811,-106.56662,MT
1,"MEMORIAL MEDICAL CENTER INC, DONA ANA, LAS CRUCES",32.312506,-106.70306,MT
1,"UNM HOSPITAL, BERNALILLO, ALBUQUERQUE",35.078246,-106.61747,MT
1,"PLAINS REGIONAL MEDICAL CENTER, CURRY, CLOVIS",34.432846,-103.22589,MT
1,"ARTESIA GENERAL HOSPITAL, EDDY, ARTESIA",32.795467,-104.38083,MT
1,"LOS ALAMOS MEDICAL CENTER, LOS ALAMOS, LOS ALAMOS",35.86849,-106.29536,MT
1,"REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES, MCKINLEY, GALLUP",35.534253,-108.84857,MT
1,"SANTA FE PHS INDIAN HOSPITAL, SANTA FE, SANTA FE",35.755312,-105.99936,MT
1,"MESCALERO PHS INDIAN HOSPITAL, OTERO, MESCALERO",33.157278,-105.73266,MT
1,"NORTHERN NAVAJO MEDICAL CENTER, SAN JUAN, SHIPROCK",36.748026,-108.80023,MT
1,"VA NEW MEXICO HEALTHCARE SYSTEM, BERNALILLO, ALBUQUERQUE",35.073343,-106.58232,MT
1,"ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER, MCKINLEY, ZUNI",35.06947,-108.72493,MT
1,"REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES, MCKINLEY, GALLUP",35.534253,-108.84857,MT
1,"CROWNPOINT HEALTHCARE FACILITY, MCKINLEY, CROWNPOINT",35.761481,-108.10225,MT
1,"CARLSBAD MEDICAL CENTER, EDDY, CARLSBAD",32.408311,-104.29134,MT
1,"LEA REGIONAL MEDICAL CENTER, LEA, HOBBS",32.70778,-103.16616,MT
1,"GUADALUPE COUNTY HOSPITAL, GUADALUPE, SANTA ROSA",34.862953,-104.81362,MT
1,"DHHS USPHS INDIAN HEALTH SERVICES, CIBOLA, SAN FIDEL",35.087772,-107.63451,MT
1,"LOVELACE WESTSIDE HOSPITAL, BERNALILLO, ALBUQUERQUE",35.196446,-106.67336,MT
1,"ROOSEVELT GENERAL HOSPITAL, ROOSEVELT, PORTALES",34.166231,-103.34255,MT
1,"MEMORIAL MEDICAL CENTER INC, DONA ANA, LAS CRUCES",32.312506,-106.70306,MT
1,"EASTERN NEW MEXICO MEDICAL CENTER, CHAVES, ROSWELL",33.485178,-104.55089,MT
1,"UNM SANDOVAL REGIONAL MEDICAL CENTER, SANDOVAL, RIO RANCHO",35.295331,-106.645081,MT
1,"SIERRA VISTA HOSPITAL, SIERRA, T OR C",33.148245,-107.18741,MT
1,"SOCORRO GENERAL HOSPITAL, SOCORRO, SOCORRO",33.953237,-106.93722,MT
1,"DR DAN C TRIGG MEMORIAL HOSPITAL, QUAY, TUCUMCARI",35.103769,-103.77676,MT
1,"UNION COUNTY GENERAL HOSPITAL, UNION, CLAYTON",36.387827,-103.22216,MT
1,"NOR-LEA HOSPITAL DISTRICT, LEA, LOVINGTON",32.901887,-103.44623,MT
1,"LINCOLN COUNTY MEDICAL CENTER, LINCOLN, RUIDOSO",33.350032,-105.66637,MT
1,"MINERS' COLFAX MEDICAL CENTER, COLFAX, RATON",36.78767,-104.38693,MT
1,"CIBOLA GENERAL HOSPITAL, CIBOLA, GRANTS",35.122129,-107.90777,MT
1,"MIMBRES MEMORIAL HOSPITAL, LUNA, DEMING",32.239815,-107.74042,MT
1,"ALBANY MEMORIAL HOSPITAL, ALBANY, ALBANY",42.683727,-73.73329,MT
1,"HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS, ULSTER, KINGSTON",41.932315,-74.02259,MT
1,"KALEIDA HEALTH, ERIE, BUFFALO",42.866708,-78.83139,MT
1,"ST JOSEPH'S MEDICAL CENTER, WESTCHESTER, YONKERS",40.943525,-73.88176,MT
